你作为股票分析专家,请详细公司财务报表，揭示公司财务健康状况。采用资产负债表相关指标
                资产负债率：
                流动比率：
                速动比率：
                利润表相关指标
                毛利率：
                净利率：
                净资产收益率（ROE）：
                现金流量表相关指标
                经营活动现金流量净额：
                自由现金流量：
                市盈率法（P/E）
                市净率法（P/B）
                现金流折现法（DCF）等等科学方法，评估公司的财务健康状况和公司当前股票的估值状况，提供财务投资建议当前股票财务介绍:
        资产负债表:
                SECUCODE SECURITY_CODE SECURITY_NAME_ABBR ORG_CODE REPORT_DATE DATE_TYPE_CODE FISCAL_YEAR STD_ITEM_CODE     STD_ITEM_NAME       AMOUNT     STD_REPORT_DATE
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001001014              固定资产 2.988780e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001001019         衍生金融工具-资产 7.533900e+10 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001001022          买入返售金融资产 1.224257e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001001997            资产其他项目 5.335470e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001001999               总资产 4.469708e+13 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002001              客户存款 3.352117e+13 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002002 银行同业及其他金融机构存款(负债) 3.369858e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002004            已发行存款证 3.851980e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002005              应交税项 6.332200e+10 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002007            递延税项负债 3.930000e+09 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002009             已发行债券 1.369777e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002013    指定以公允价值记账之金融负债 6.285900e+10 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002014         衍生金融工具-负债 7.625100e+10 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002020          卖出回购金融资产 1.018106e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002028           向中央银行借款 2.313740e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002997            负债其他项目 8.186420e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001002999               总负债 4.092049e+13 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001003001           非控股股东权益 1.970100e+10 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001009001                股本 3.564070e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001009002                储备 1.134082e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001009004        保留溢利(累计亏损) 1.912067e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001009012               优先股 1.346140e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001009013            永久资本证券 2.197170e+11 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001009999        归属于母公司股东权益 3.756887e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001011999            股东权益合计 3.776588e+12 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001015999           权益及负债合计 4.469708e+13 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31     001099001             非运算项目 1.598059e+13 2023-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001001         库存现金及短期资金 3.427892e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001002 银行同业及其他金融机构存款(资产) 1.192532e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001005      以公允价值计量的金融资产 1.053370e+13 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001007         客户贷款及其他款项 2.259168e+13 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001008            联营公司权益 6.579000e+10 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001013            递延税项资产 1.011170e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001014              固定资产 2.938870e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001019         衍生金融工具-资产 8.720500e+10 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001022          买入返售金融资产 8.641220e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001997            资产其他项目 4.522230e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001001999               总资产 3.961015e+13 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002001              客户存款 2.987049e+13 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002002 银行同业及其他金融机构存款(负债) 3.187712e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002004            已发行存款证 3.754520e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002005              应交税项 8.558100e+10 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002007            递延税项负债 3.950000e+09 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002009             已发行债券 9.059530e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002013    指定以公允价值记账之金融负债 6.428700e+10 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002014         衍生金融工具-负债 9.635000e+10 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002020          卖出回购金融资产 5.747780e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002028           向中央银行借款 1.457810e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002997            负债其他项目 7.843920e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001002999               总负债 3.609473e+13 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001003001           非控股股东权益 1.931000e+10 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001009001                股本 3.564070e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001009002                储备 1.013624e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001009004        保留溢利(累计亏损) 1.771747e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001009012               优先股 1.346140e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001009013            永久资本证券 2.197170e+11 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001009999        归属于母公司股东权益 3.496109e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001011999            股东权益合计 3.515419e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001015999           权益及负债合计 3.961015e+13 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2022-12-31            001       12-31     001099001             非运算项目 3.869750e+12 2022-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001001         库存现金及短期资金 3.098438e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001002 银行同业及其他金融机构存款(资产) 8.271500e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001005      以公允价值计量的金融资产 9.257760e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001007         客户贷款及其他款项 2.010920e+13 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001008            联营公司权益 6.178200e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001013            递延税项资产 7.925900e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001014              固定资产 2.902960e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001019         衍生金融工具-资产 7.614000e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001022          买入返售金融资产 6.634960e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001997            资产其他项目 7.078620e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001001999               总资产 3.517138e+13 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002001              客户存款 2.644177e+13 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002002 银行同业及其他金融机构存款(负债) 2.921029e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002004            已发行存款证 2.903420e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002005              应交税项 9.244300e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002007            递延税项负债 5.624000e+09 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002009             已发行债券 7.913750e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002013    指定以公允价值记账之金融负债 8.718000e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002014         衍生金融工具-负债 7.133700e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002020          卖出回购金融资产 3.659430e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002028           向中央银行借款 3.972300e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002997            负债其他项目 7.893550e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001002999               总负债 3.189612e+13 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001003001           非控股股东权益 1.750300e+10 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001009001                股本 3.564070e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001009002                储备 9.263750e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001009004        保留溢利(累计亏损) 1.620642e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001009012               优先股 1.346140e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001009013            永久资本证券 2.197170e+11 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001009999        归属于母公司股东权益 3.257755e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001011999            股东权益合计 3.275258e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001015999           权益及负债合计 3.517138e+13 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2021-12-31            001       12-31     001099001             非运算项目 3.629589e+12 2021-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001001         库存现金及短期资金 3.537795e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001002 银行同业及其他金融机构存款(资产) 1.081897e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001005      以公允价值计量的金融资产 8.591139e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001007         客户贷款及其他款项 1.813633e+13 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001008            联营公司权益 4.120600e+10 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001013            递延税项资产 6.771300e+10 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001014              固定资产 2.862790e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001019         衍生金融工具-资产 1.341550e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001022          买入返售金融资产 7.392880e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001997            资产其他项目 7.292580e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001001999               总资产 3.334506e+13 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002001              客户存款 2.513473e+13 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002002 银行同业及其他金融机构存款(负债) 2.784259e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002004            已发行存款证 3.356760e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002005              应交税项 8.978500e+10 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002007            递延税项负债 2.881000e+09 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002009             已发行债券 7.981270e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002013    指定以公允价值记账之金融负债 8.793800e+10 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002014         衍生金融工具-负债 1.409730e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002020          卖出回购金融资产 2.934340e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002028           向中央银行借款 5.497400e+10 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002997            负债其他项目 7.127700e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001002999               总负债 3.043554e+13 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001003001           非控股股东权益 1.601300e+10 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001009001                股本 3.564070e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001009002                储备 8.007180e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001009004        保留溢利(累计亏损) 1.510558e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001009009            其他权益工具 2.258190e+11 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001009999        归属于母公司股东权益 2.893502e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001011999            股东权益合计 2.909515e+12 2020-12-31 00:00:00
01398.HK         01398               工商银行 10008224  2020-12-31            001       12-31     001015999           权益及负债合计 3.334506e+13 2020-12-31 00:00:00
        利润表
                Empty DataFrame
Columns: []
Index: []
        现金流量表
                SECUCODE SECURITY_CODE SECURITY_NAME_ABBR ORG_CODE REPORT_DATE DATE_TYPE_CODE FISCAL_YEAR          START_DATE STD_ITEM_CODE STD_ITEM_NAME         AMOUNT
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001001   除税前溢利(业务利润)   421827000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001002        减:利息收入   367202000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001003        加:利息支出    50929000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001004        减:投资收益    27257000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001005    减:应占附属公司溢利     4519000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001006       加:减值及拨备   126663000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001007        减:重估盈余    12220000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001008     减:出售资产之溢利     1308000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001009       加:折旧及摊销    34710000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001010        减:汇兑收益     4990000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        001999   营运资金变动前经营溢利   216633000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        002006    营运资本变动其他项目  1749183000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        002012   贷款和垫款(增加)减少 -2339722000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        002014      存款(增加)减少  1038403000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        002999        经营产生现金   664497000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        003003          已付税项    85303000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        003999      经营业务现金净额   579194000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005004        处置固定资产    19193000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005005        购建固定资产    43297000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005008        出售附属公司     5951000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005010      收回投资所得现金  4955201000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005011        投资支付现金  6507286000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005997      投资业务其他项目    98770000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        005999      投资业务现金净额 -1471468000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        006999       融资前现金净额  -892274000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        007002          偿还借款  1463682000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        007003      已付利息(融资)    67936000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        007004      已付股息(融资)   109319000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        007010          发行债券  2092588000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        007997      融资业务其他项目   -35968000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        007999      融资业务现金净额   415683000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        010999          现金净额  -476591000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        011001          期初现金  2755732000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        011997      期间变动其他项目    11263000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        011999          期末现金  2290404000000
01398.HK         01398               工商银行 10008224  2024-12-31            001       12-31 2024-01-01 00:00:00        013999         非运算项目   889880000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001001   除税前溢利(业务利润)   421966000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001002        减:利息收入   340182000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001003        加:利息支出    40967000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001004        减:投资收益    27530000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001005    减:应占附属公司溢利     5022000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001006       加:减值及拨备   150816000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001007        减:重估盈余     2711000000
01398.HK         01398               工商银行 10008224  2023-12-31            001       12-31 2023-01-01 00:00:00        001008     减:出售资产之溢利     1813000000
