你作为股票分析专家,请详细公司财务报表，揭示公司财务健康状况。采用资产负债表相关指标
                资产负债率：
                流动比率：
                速动比率：
                利润表相关指标
                毛利率：
                净利率：
                净资产收益率（ROE）：
                现金流量表相关指标
                经营活动现金流量净额：
                自由现金流量：
                市盈率法（P/E）
                市净率法（P/B）
                现金流折现法（DCF）等等科学方法，评估公司的财务健康状况和公司当前股票的估值状况，提供财务投资建议当前股票财务介绍:
        资产负债表:
                SECUCODE SECURITY_CODE SECURITY_NAME_ABBR REPORT_DATE REPORT_TYPE  REPORT STD_ITEM_CODE        AMOUNT    ITEM_NAME
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004003009  1.351310e+08 递延所得税资产(非流动)
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004003009  4.659100e+07 递延所得税资产(非流动)
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004003009  4.359100e+07 递延所得税资产(非流动)
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004003009  3.635500e+07 递延所得税资产(非流动)
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004003009  2.091800e+07 递延所得税资产(非流动)
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004003014  5.291460e+08      其他非流动资产
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004003014  8.853420e+08      其他非流动资产
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004003014  1.474368e+09      其他非流动资产
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004003014  1.459485e+09      其他非流动资产
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004003014  7.896430e+08      其他非流动资产
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004003097  1.851207e+09    非流动资产其他项目
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004003097  2.066066e+09    非流动资产其他项目
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004003097  1.929622e+09    非流动资产其他项目
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004003097  1.083772e+09    非流动资产其他项目
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004003097  6.678760e+08    非流动资产其他项目
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004003999  1.294244e+10      非流动资产合计
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004003999  1.443203e+10      非流动资产合计
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004003999  1.737768e+10      非流动资产合计
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004003999  1.560630e+10      非流动资产合计
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004003999  8.126061e+09      非流动资产合计
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004005999  3.269850e+10          总资产
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004005999  3.315907e+10          总资产
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004005999  4.183057e+10          总资产
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004005999  5.205315e+10          总资产
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004005999  2.386561e+10          总资产
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007001  4.801416e+09         应付账款
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007001  4.333730e+09         应付账款
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007001  4.291656e+09         应付账款
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007001  4.360906e+09         应付账款
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007001  3.074298e+09         应付账款
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007002  4.549000e+06  应付关联方款项(流动)
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007002  1.489600e+07  应付关联方款项(流动)
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007002  1.083070e+08  应付关联方款项(流动)
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007002  2.164340e+08  应付关联方款项(流动)
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007002           NaN  应付关联方款项(流动)
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007004  4.289320e+08     应付税项(流动)
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007004  3.452500e+08     应付税项(流动)
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007004  3.162440e+08     应付税项(流动)
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007004  2.037700e+08     应付税项(流动)
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007004  1.271920e+08     应付税项(流动)
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007005  2.554281e+09      预收及预提费用
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007005  1.780623e+09      预收及预提费用
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007005  1.534962e+09      预收及预提费用
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007005  2.416955e+09      预收及预提费用
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007006  1.571836e+09   其他应付款及应计费用
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007006  7.455753e+09   其他应付款及应计费用
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007006  6.621386e+09   其他应付款及应计费用
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007006  1.232106e+09   其他应付款及应计费用
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007006  1.237676e+09   其他应付款及应计费用
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007007  1.000000e+08         短期债务
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007010  3.802307e+09     递延收入(流动)
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007010  2.954088e+09     递延收入(流动)
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007010  2.819323e+09     递延收入(流动)
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007010  2.645389e+09     递延收入(流动)
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007010  2.118006e+09     递延收入(流动)
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007014  1.599482e+09      应付薪酬和福利
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007014  1.219355e+09      应付薪酬和福利
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007014  1.401526e+09      应付薪酬和福利
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007014  9.954510e+08      应付薪酬和福利
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007014  7.343760e+08      应付薪酬和福利
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007999  1.476280e+10       流动负债合计
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007999  1.810370e+10       流动负债合计
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007999  1.709340e+10       流动负债合计
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007999  1.207101e+10       流动负债合计
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007999  7.391548e+09       流动负债合计
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004009005  3.264153e+09         长期负债
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004009005  6.460000e+05         长期负债
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004009005  8.683150e+09         长期负债
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004009005  1.778409e+10         长期负债
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004009005  8.340922e+09         长期负债
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004009007  5.676310e+08      其他非流动负债
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004009007  6.504590e+08      其他非流动负债
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004009007  8.144290e+08      其他非流动负债
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004009007  4.819820e+08      其他非流动负债
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004009007  3.509340e+08      其他非流动负债
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004009999  3.831784e+09      非流动负债合计
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004009999  6.511050e+08      非流动负债合计
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004009999  9.497579e+09      非流动负债合计
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004009999  1.826607e+10      非流动负债合计
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004009999  8.691856e+09      非流动负债合计
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004011999  1.859459e+10          总负债
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004011999  1.875480e+10          总负债
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004011999  2.659098e+10          总负债
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004011999  3.033708e+10          总负债
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004011999  1.608340e+10          总负债
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004013001  2.680000e+05          普通股
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004013001  2.650000e+05          普通股
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004013001  2.530000e+05          普通股
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004013001  2.510000e+05          普通股
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004013001  2.240000e+05          普通股
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004013004 -2.766146e+10         留存收益
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004013004 -2.631077e+10         留存收益
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004013004 -2.147987e+10         留存收益
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004013004 -1.397130e+10         留存收益
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004013004 -7.175339e+09         留存收益
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004013005  4.864200e+07         其他储备
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004013005  4.474900e+07         其他储备
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004013005  3.617300e+07         其他储备
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004013005  2.462100e+07         其他储备
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004013005  1.788400e+07         其他储备
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004013006  4.145413e+10         股本溢价
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004013006  4.044518e+10         股本溢价
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004013006  3.662316e+10         股本溢价
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004013006  3.592996e+10         股本溢价
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004013006  1.461630e+10         股本溢价
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004013007  2.668160e+08       其他综合收益
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004013007  2.124770e+08       其他综合收益
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004013007  5.811000e+07       其他综合收益
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004013007 -2.798620e+08       其他综合收益
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004013007  1.411290e+08       其他综合收益
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004013999  1.410840e+10   归属于母公司股东权益
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004013999  1.439190e+10   归属于母公司股东权益
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004013999  1.523783e+10   归属于母公司股东权益
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004013999  2.170367e+10   归属于母公司股东权益
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004013999  7.600200e+09   归属于母公司股东权益
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004015999 -4.484000e+06       少数股东权益
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004015999  1.236700e+07       少数股东权益
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004015999  1.759000e+06       少数股东权益
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004015999  1.239900e+07       少数股东权益
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004015999  1.820040e+08       少数股东权益
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004017999  1.410391e+10       股东权益合计
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004017999  1.440427e+10       股东权益合计
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004017999  1.523959e+10       股东权益合计
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004017999  2.171607e+10       股东权益合计
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004017999  7.782204e+09       股东权益合计
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004021999  3.269850e+10    负债及股东权益合计
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004021999  3.315907e+10    负债及股东权益合计
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004021999  4.183057e+10    负债及股东权益合计
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004021999  5.205315e+10    负债及股东权益合计
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004021999  2.386561e+10    负债及股东权益合计
        利润表
                SECUCODE SECURITY_CODE SECURITY_NAME_ABBR REPORT_DATE REPORT_TYPE  REPORT STD_ITEM_CODE        AMOUNT     ITEM_NAME
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004001001  2.683152e+10          主营收入
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004001001  2.252799e+10          主营收入
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004001001  2.189917e+10          主营收入
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004001001  1.938368e+10          主营收入
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004001001  1.199898e+10          主营收入
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004001999  2.683152e+10          营业收入
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004001999  2.252799e+10          营业收入
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004001999  2.189917e+10          营业收入
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004001999  1.938368e+10          营业收入
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004001999  1.199898e+10          营业收入
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004003001  1.805756e+10          主营成本
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004003001  1.708612e+10          主营成本
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004003001  1.804987e+10          主营成本
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004003001  1.534054e+10          主营成本
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004003001  9.158800e+09          主营成本
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004003999  1.805756e+10          营业成本
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004003999  1.708612e+10          营业成本
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004003999  1.804987e+10          营业成本
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004003999  1.534054e+10          营业成本
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004003999  9.158800e+09          营业成本
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004005999  8.773963e+09            毛利
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004005999  5.441865e+09            毛利
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004005999  3.849295e+09            毛利
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004005999  4.043147e+09            毛利
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004005999  2.840176e+09            毛利
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007001  3.685214e+09          研发费用
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007001  4.467470e+09          研发费用
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007001  4.765360e+09          研发费用
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007001  2.839862e+09          研发费用
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007001  1.512966e+09          研发费用
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007002  4.401655e+09          营销费用
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007002  3.916150e+09          营销费用
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007002  4.920745e+09          营销费用
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007002  5.794853e+09          营销费用
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007002  3.492091e+09          营销费用
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007003  2.031063e+09       一般及行政费用
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007003  2.122432e+09       一般及行政费用
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007003  2.521134e+09       一般及行政费用
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007003  1.837506e+09       一般及行政费用
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007003  9.760820e+08       一般及行政费用
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004007999  1.011793e+10          营业费用
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004007999  1.050605e+10          营业费用
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004007999  1.220724e+10          营业费用
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004007999  1.047222e+10          营业费用
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004007999  5.981139e+09          营业费用
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004009999 -1.343969e+09          营业利润
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004009999 -5.064187e+09          营业利润
  BILI.O          BILI               哔哩哔哩  2022-12-31          年报 2022/FY     004009999 -8.357944e+09          营业利润
  BILI.O          BILI               哔哩哔哩  2021-12-31          年报 2021/FY     004009999 -6.429074e+09          营业利润
  BILI.O          BILI               哔哩哔哩  2020-12-31          年报 2020/FY     004009999 -3.140963e+09          营业利润
  BILI.O          BILI               哔哩哔哩  2024-12-31          年报 2024/FY     004011001  4.349800e+08          利息收入
  BILI.O          BILI               哔哩哔哩  2023-12-31          年报 2023/FY     004011001  5.424720e+08          利息收入
